,0
230,security
231,created
232,military
233,intelligence
234,community
235,fbi
236,transformed
237,nation
238,equipped
239,new
240,tools
241,monitor
242,terrorists
243,movements
244,freeze
245,finances
246,break
247,plots
248,strong
249,allies
250,side
251,taken
252,fight
253,terrorists
254,support
255,afghanistan
256,gone
257,nation
258,taliban
259,harbored
260,al
261,qaeda
262,stoned
263,women
264,streets
265,young
266,democracy
267,fighting
268,terror
269,encouraging
270,girls
271,go
272,school
273,iraq
274,gone
275,brutal
276,dictatorship
277,sworn
278,enemy
279,america
280,arab
281,democracy
282,heart
283,middle
284,east
285,friend
286,united
287,states
288,legitimate
289,debate
290,many
291,decisions
292,little
293,debate
294,results
295,america
296,gone
297,seven
298,years
299,without
300,another
301,terrorist
302,attack
303,soil
304,tribute
305,toil
306,night
307,day
308,keep
309,us
310,safe
311,law
312,enforcement
313,officers
314,intelligence
315,analysts
316,homeland
317,security
318,diplomatic
319,personnel
320,men
321,women
322,united
323,states
324,armed
325,forces
326,nation
327,blessed
328,citizens
329,volunteer
330,defend
331,us
332,time
333,danger
334,i
335,cherished
336,meeting
337,selfless
338,patriots
339,families
340,america
341,owes
342,debt
343,gratitude
344,men
345,women
346,uniform
347,listening
348,tonight
349,higher
350,honor
351,serving
352,commander
353,chief
354,battles
355,waged
356,troops
357,part
358,broader
359,struggle
360,two
361,dramatically
362,different
363,systems
364,one
365,small
366,band
367,fanatics
368,demands
369,total
370,obedience
371,oppressive
372,ideology
373,condemns
374,women
375,subservience
376,marks
377,unbelievers
378,murder
379,system
380,based
381,conviction
382,freedom
383,universal
384,gift
385,almighty
386,god
387,liberty
388,justice
389,light
390,path
391,peace
392,belief
393,gave
394,birth
395,nation
396,long
397,run
398,advancing
399,belief
400,practical
401,way
402,protect
403,citizens
404,people
405,live
406,freedom
407,willingly
408,choose
409,leaders
410,pursue
411,campaigns
412,terror
413,people
414,hope
415,future
416,cede
417,lives
418,violence
419,extremism
420,around
421,world
422,america
423,promoting
424,human
425,liberty
426,human
427,rights
428,human
429,dignity
430,standing
431,dissidents
432,young
433,democracies
434,providing
435,aids
436,medicine
437,dying
438,patients
439,bring
440,dying
441,patients
442,back
443,life
444,sparing
445,mothers
446,babies
447,malaria
448,great
449,republic
450,born
451,alone
452,liberty
453,leading
454,world
455,toward
456,new
457,age
458,freedom
459,belongs
460,nations
461,eight
462,years
463,also
464,strived
465,expand
466,opportunity
467,hope
468,home
469,across
470,country
471,students
472,rising
473,meet
474,higher
475,standards
476,public
477,schools
478,new
479,medicare
480,prescription
481,drug
482,benefit
483,bringing
484,peace
485,mind
486,seniors
487,disabled
488,every
489,taxpayer
490,pays
491,lower
492,income
493,taxes
494,addicted
495,suffering
496,finding
497,new
498,hope
499,faith
500,based
501,programs
502,vulnerable
503,human
504,life
505,better
506,protected
507,funding
508,veterans
509,nearly
510,doubled
511,america
512,air
513,water
514,lands
515,measurably
516,cleaner
517,federal
518,bench
519,includes
520,wise
521,new
522,members
523,like
524,justice
525,sam
526,alito
527,chief
528,justice
529,john
530,roberts
531,challenges
532,prosperity
533,emerged
534,rose
535,meet
536,facing
537,prospect
538,financial
539,collapse
540,took
541,decisive
542,measures
543,safeguard
544,economy
545,tough
546,times
547,hardworking
548,families
549,toll
550,would
551,far
552,worse
553,acted
554,americans
555,together
556,together
557,determination
558,hard
559,work
560,restore
561,economy
562,path
563,growth
564,show
565,world
566,resilience
567,america
568,free
569,enterprise
570,system
571,like
572,held
573,office
574,i
575,experienced
576,setbacks
577,things
578,i
579,would
580,differently
581,given
582,chance
583,yet
584,i
585,always
586,acted
587,best
588,interests
589,country
590,mind
591,i
592,followed
593,conscience
594,done
595,i
596,thought
597,right
598,may
599,agree
600,tough
601,decisions
602,i
603,made
604,i
605,hope
606,agree
607,i
608,willing
609,make
610,tough
611,decisions
612,decades
613,ahead
614,bring
615,hard
616,choices
617,country
618,guiding
619,principles
620,shape
621,course
622,nation
623,safer
624,seven
625,years
626,ago
627,gravest
628,threat
629,people
630,remains
631,another
632,terrorist
633,attack
634,enemies
635,patient
636,determined
637,strike
638,america
639,nothing
640,seek
641,deserve
642,conflict
643,given
644,solemn
645,responsibilities
646,must
647,meet
648,must
649,resist
650,complacency
651,must
652,keep
653,resolve
654,must
655,never
656,let
657,guard
658,time
659,must
660,continue
661,engage
662,world
663,confidence
664,clear
665,purpose
666,face
667,threats
668,abroad
669,tempting
670,seek
671,comfort
672,turning
673,inward
674,must
675,reject
676,isolationism
677,companion
678,protectionism
679,retreating
680,behind
681,borders
682,would
683,invite
684,danger
685,21st
686,century
687,security
688,prosperity
689,home
690,depend
691,expansion
692,liberty
693,abroad
694,america
695,lead
696,cause
697,freedom
698,cause
699,led
700,address
701,challenges
702,others
703,cannot
704,foresee
705,tonight
706,america
707,must
708,maintain
709,moral
710,clarity
711,i
712,often
713,spoken
714,good
715,evil
716,made
717,uncomfortable
718,good
719,evil
720,present
721,world
722,two
723,compromise
724,murdering
725,innocent
726,advance
727,ideology
728,wrong
729,every
730,time
731,everywhere
732,freeing
733,people
734,oppression
735,despair
736,eternally
737,right
738,nation
739,must
740,continue
741,speak
742,justice
743,truth
744,must
745,always
746,willing
747,act
748,defense
749,advance
750,cause
751,peace
752,president
753,thomas
754,jefferson
755,wrote
756,i
757,like
758,dreams
759,future
760,better
761,history
762,past
763,i
764,leave
765,house
766,occupied
767,two
768,centuries
769,ago
770,i
771,share
772,optimism
773,america
774,young
775,country
776,full
777,vitality
778,constantly
779,growing
780,renewing
781,even
782,toughest
783,times
784,lift
785,eyes
786,broad
787,horizon
788,ahead
789,i
790,confidence
791,promise
792,america
793,i
794,know
795,character
796,people
797,nation
798,inspires
799,immigrants
800,risk
801,everything
802,dream
803,freedom
804,nation
805,citizens
806,show
807,calm
808,times
809,danger
810,compassion
811,face
812,suffering
813,see
814,examples
815,america
816,character
817,around
818,us
819,laura
820,i
821,invited
822,join
823,us
824,white
825,house
826,evening
827,see
828,america
829,character
830,dr
831,tony
832,recasner
833,principal
834,opened
835,new
836,charter
837,school
838,ruins
839,hurricane
840,katrina
841,see
842,julio
843,medina
844,former
845,inmate
846,leads
847,faith
848,based
849,program
850,help
851,prisoners
852,returning
853,society
854,seen
855,staff
856,sergeant
857,aubrey
858,mcdade
859,charged
860,ambush
861,iraq
862,rescued
863,three
864,fellow
865,marines
866,see
867,america
868,character
869,bill
870,krissoff
871,surgeon
872,california
873,son
874,nathan
875,marine
876,gave
877,life
878,iraq
879,i
880,met
881,dr
882,krissoff
883,family
884,delivered
885,surprising
886,news
887,told
888,wanted
889,join
890,navy
891,medical
892,corps
893,honor
894,son
895,good
896,man
897,60
898,years
899,old
900,18
901,years
902,age
903,limit
904,petition
905,waiver
906,granted
907,past
908,year
909,trained
910,battlefield
911,medicine
912,lieutenant
913,commander
914,krissoff
915,could
916,tonight
917,soon
918,deploy
919,iraq
920,help
921,save
922,america
923,wounded
924,warriors
925,uphold
926,legacy
927,fallen
928,son
929,citizens
930,like
931,see
932,best
933,country
934,resilient
935,hopeful
936,caring
937,strong
938,virtues
939,give
940,unshakable
941,faith
942,america
943,faced
944,danger
945,trial
946,ahead
947,courage
948,people
949,confidence
950,ideals
951,great
952,nation
953,never
954,tire
955,never
956,falter
957,never
958,fail
959,privilege
960,lifetime
961,serve
962,president
963,good
964,days
965,tough
966,days
967,every
968,day
969,i
970,inspired
971,greatness
972,country
973,uplifted
974,goodness
975,people
976,i
977,blessed
978,represent
979,nation
980,love
981,i
982,always
983,honored
984,carry
985,title
986,means
987,citizen
988,united
989,states
990,america
991,fellow
992,americans
993,final
994,time
995,good
996,night
997,may
998,god
999,bless
1000,house
1001,next
1002,president
1003,may
1004,god
1005,bless
1006,wonderful
1007,country
1008,thank
1009,transcript
1010,president
1011,thank
1012,tapper
1013,lot
1014,together
1015,i
1016,look
1017,room
1018,i
1019,see
1020,jake
1021,mike
1022,herman
1023,ann
1024,compton
1025,seemed
1026,like
1027,yesterday
1028,i
1029,campaign
1030,trail
1031,analyzing
1032,speeches
1033,policies
1034,i
1035,see
1036,lot
1037,faces
1038,travel
1039,around
1040,world
1041,places
1042,like
1043,afghanistan
1044,iraq
1045,africa
1046,i
1047,see
1048,new
1049,faces
1050,goes
1051,show
1052,turnover
1053,business
1054,i
1055,respected
1056,sometimes
1057,like
1058,stories
1059,wrote
1060,reported
1061,sometimes
1062,misunderestimated
1063,always
1064,relationship
1065,i
1066,felt
1067,professional
1068,i
1069,appreciate
1070,i
1071,appreciate
1072,i
1073,appreciate
1074,working
1075,friends
1076,say
1077,like
1078,deal
1079,press
1080,corps
1081,i
1082,said
1083,people
1084,trying
1085,best
1086,possibly
1087,last
1088,press
1089,conference
1090,i
1091,interested
1092,answering
1093,questions
1094,mostly
1095,i
1096,interested
1097,saying
1098,thank
1099,job
1100,ben
1101,q
1102,thank
1103,comments
1104,mr
1105,president
1106,question
1107,i
1108,wondering
1109,plan
1110,ask
1111,congress
1112,remaining
1113,350
1114,billion
1115,bail
1116,money
1117,terms
1118,timing
1119,leave
1120,office
1121,sir
1122,motivated
1123,part
1124,make
1125,life
1126,little
1127,easier
1128,president
1129,elect
1130,obama
1131,president
1132,i
1133,talked
1134,president
1135,elect
1136,subject
1137,i
1138,told
1139,felt
1140,needed
1141,350
1142,billion
1143,i
1144,would
1145,willing
1146,ask
1147,words
1148,felt
1149,needed
1150,happen
1151,watch
1152,best
1153,course
1154,action
1155,course
1156,convince
1157,enough
1158,members
1159,senate
1160,vote
1161,positively
1162,request
1163,know
1164,i
1165,share
1166,i
1167,know
1168,q
1169,made
1170,request
1171,yet
1172,president
1173,well
1174,asked
1175,make
1176,request
1177,yet
1178,i
1179,intend
1180,make
1181,request
1182,unless
1183,specifically
1184,asks
1185,make
1186,know
1187,i
1188,third
1189,conversation
1190,i
1191,genuinely
1192,mean
1193,i
1194,say
1195,i
1196,wish
1197,best
1198,i
1199,found
1200,smart
1201,engaging
1202,person
1203,lunch
1204,day
1205,interesting
1206,two
1207,guys
1208,nearly
1209,85
1210,two
1211,62
1212,year
1213,olders
1214,47
1215,year
1216,old
1217,kind
1218,classic
1219,generational
1220,statement
1221,one
1222,common
1223,area
1224,least
1225,four
1226,us
1227,different
1228,circumstances
1229,experiences
1230,one
1231,thing
1232,experienced
1233,means
1234,assume
1235,responsibility
1236,presidency
1237,president
1238,elect
1239,obama
1240,fixing
1241,get
1242,sworn
1243,lunch
1244,know
1245,deal
1246,capitol
1247,hill
1248,come
1249,back
1250,go
1251,inauguration
1252,walk
1253,oval
1254,office
1255,moment
1256,responsibilities
1257,president
1258,land
1259,squarely
1260,shoulders
1261,toby
1262,yes
1263,get
1264,everybody
1265,q
1266,thank
1267,mr
1268,president
1269,believe
1270,gaza
1271,conflict
1272,ended
1273,time
1274,leave
1275,office
1276,approve
1277,way
1278,israel
1279,conducted
1280,unable
1281,achieve
1282,peace
1283,deal
1284,sought
1285,president
1286,remind
1287,three
1288,points
1289,i
1290,getting
1291,q
1292,end
1293,president
1294,i
1295,getting
1296,little
1297,older
1298,q
1299,end
1300,time
1301,leave
1302,office
1303,approve
1304,president
1305,i
1306,hope
1307,i
1308,sustainable
1309,cease
1310,fire
1311,definition
1312,sustainable
1313,cease
1314,fire
1315,hamas
1316,stops
1317,firing
1318,rockets
1319,israel
1320,sustainable
1321,cease
1322,fire
1323,continue
1324,firing
1325,rockets
1326,i
1327,happen
1328,believe
1329,choice
1330,hamas
1331,make
1332,believe
1333,best
1334,way
1335,ensure
1336,sustainable
1337,cease
1338,fire
1339,work
1340,egypt
1341,stop
1342,smuggling
1343,arms
1344,gaza
1345,enables
1346,hamas
1347,continue
1348,fire
1349,rockets
1350,countries
1351,supply
1352,weapons
1353,hamas
1354,got
1355,stop
1356,international
1357,community
1358,needs
1359,continue
1360,pressure
1361,stop
1362,providing
1363,weapons
1364,hamas
1365,obviously
1366,interested
1367,sustainable
1368,cease
1369,fire
1370,needs
1371,stop
1372,arming
1373,course
1374,countries
1375,contingent
1376,gaza
1377,need
1378,work
1379,stop
1380,smuggling
1381,difficult
1382,difficult
1383,task
1384,i
1385,mean
1386,tunnels
1387,know
1388,great
1389,opportunities
1390,people
1391,want
1392,continue
1393,try
1394,disrupt
1395,democracy
1396,provide
1397,weapons
1398,second
1399,part
1400,question
1401,please
1402,q
1403,approve
1404,israeli
1405,conduct
1406,president
1407,i
1408,think
1409,israel
1410,right
1411,defend
1412,obviously
1413,kinds
1414,situations
1415,i
1416,would
1417,hope
1418,would
1419,continue
1420,mindful
1421,innocent
1422,folks
1423,help
1424,know
1425,expedite
1426,delivery
1427,humanitarian
1428,aid
1429,third
1430,achieved
1431,peace
1432,good
1433,question
1434,long
1435,time
1436,since
1437,peace
1438,middle
1439,east
1440,step
1441,one
1442,vision
1443,peace
1444,would
1445,look
1446,like
1447,2002
1448,steps
1449,rose
1450,garden
1451,i
1452,gave
1453,speech
1454,two
1455,state
1456,solution
1457,two
1458,states
1459,two
1460,democracies
1461,living
1462,side
1463,side
1464,peace
1465,worked
1466,hard
1467,advance
1468,idea
1469,first
1470,thing
1471,convince
1472,parties
1473,two
1474,states
1475,necessary
1476,peace
1477,one
1478,thing
1479,happened
1480,people
1481,middle
1482,east
1483,accept
1484,two
1485,state
1486,solution
1487,best
1488,way
1489,peace
1490,palestinians
1491,want
1492,state
1493,israelis
1494,understand
1495,needs
1496,democracy
1497,border
1498,order
1499,long
1500,lasting
1501,peace
1502,challenge
1503,course
1504,lay
1505,conditions
1506,peaceful
1507,state
1508,emerge
1509,words
1510,helping
1511,palestinians
1512,west
1513,bank
1514,develop
1515,security
1516,forces
1517,worked
1518,hard
1519,past
1520,years
1521,security
1522,forces
1523,becoming
1524,efficient
1525,prime
1526,minister
1527,fayyad
1528,using
1529,effectively
1530,challenge
1531,develop
1532,help
1533,palestinians
1534,develop
1535,democracy
1536,i
1537,mean
1538,vibrant
1539,economy
1540,help
1541,lead
1542,democracy
1543,challenge
1544,course
1545,always
1546,complicated
1547,fact
1548,people
1549,willing
1550,murder
1551,stop
1552,advance
1553,freedom
1554,hamas
1555,matter
1556,al
1557,qaeda
1558,extremist
1559,groups
1560,willing
1561,use
1562,violence
1563,prevent
1564,free
1565,states
1566,emerging
1567,big
1568,challenge
1569,answer
1570,ever
1571,happen
1572,i
1573,think
1574,i
1575,know
1576,advanced
1577,process
1578,yes
1579,suzanne
1580,finally
1581,got
1582,name
1583,right
1584,many
1585,years
1586,six
1587,years
1588,q
1589,eight
1590,years
1591,laughter
1592,president
1593,eight
1594,years
1595,used
1596,known
1597,suzanne
1598,suz
1599,ahn
1600,q
1601,suz
1602,ahn
1603,thank
1604,laughter
1605,president
1606,i
1607,gahge
1608,laughter
1609,q
1610,2002
1611,state
1612,union
1613,address
1614,identified
1615,u
1616,threats
1617,axis
1618,evil
1619,iran
1620,iraq
1621,north
1622,korea
1623,iraq
1624,relatively
1625,calm
1626,north
1627,korea
1628,longer
1629,terrorist
1630,threat
1631,list
1632,would
1633,define
1634,fact
1635,axis
1636,evil
1637,greatest
1638,urgent
1639,threat
1640,comes
1641,security
1642,barack
1643,obama
1644,deal
1645,president
1646,urgent
1647,threat
1648,deal
1649,presidents
1650,deal
1651,attack
1652,homeland
1653,know
1654,i
1655,wish
1656,i
1657,could
1658,report
1659,case
1660,still
1661,enemy
1662,would
1663,like
1664,inflict
1665,damage
1666,america
1667,americans
1668,major
1669,threat
1670,north
1671,korea
1672,still
1673,problem
1674,debate
1675,intel
1676,community
1677,big
1678,problem
1679,one
1680,concerns
1681,might
1682,highly
1683,enriched
1684,uranium
1685,program
1686,therefore
1687,really
1688,important
1689,six
1690,party
1691,talks
1692,comes
1693,strong
1694,verification
1695,regime
1696,words
1697,order
1698,advance
1699,relations
1700,north
1701,korea
1702,north
1703,korean
1704,government
1705,must
1706,honor
1707,commitments
1708,made
1709,allow
1710,strong
1711,verification
1712,measures
1713,place
1714,ensure
1715,develop
1716,highly
1717,enriched
1718,uranium
1719,program
1720,example
1721,still
1722,dangerous
1723,iran
1724,still
1725,dangerous
1726,yes
1727,q
1728,said
1729,interview
1730,earlier
1731,weekend
1732,one
1733,i
1734,guess
1735,exit
1736,interviews
1737,president
1738,ultimate
1739,exit
1740,interview
1741,q
1742,think
1743,republican
1744,party
1745,needs
1746,inclusive
1747,needs
1748,hear
1749,message
1750,inside
1751,republican
1752,party
1753,president
1754,see
1755,i
1756,concerned
1757,wake
1758,defeat
1759,temptation
1760,look
1761,inward
1762,say
1763,well
1764,litmus
1765,test
1766,must
1767,adhere
1768,party
1769,come
1770,back
1771,party
1772,message
1773,got
1774,different
1775,points
1776,view
1777,included
1778,party
1779,take
1780,example
1781,immigration
1782,debate
1783,obviously
1784,highly
1785,contentious
1786,issue
1787,problem
1788,outcome
1789,initial
1790,round
1791,debate
1792,people
1793,said
1794,well
1795,republicans
1796,like
1797,immigrants
1798,may
1799,fair
1800,unfair
1801,image
1802,came
1803,know
1804,image
1805,like
1806,immigrants
1807,probably
1808,somebody
1809,else
1810,saying
1811,well
1812,like
1813,immigrants
1814,probably
1815,like
1816,well
1817,point
1818,party
1819,got
1820,compassionate
1821,broad
1822,minded
1823,i
1824,remember
1825,1964
1826,elections
1827,dad
1828,happened
1829,running
1830,united
1831,state
1832,senate
1833,know
1834,got
1835,landslided
1836,johnson
1837,landslide
1838,state
1839,texas
1840,george
1841,bush
1842,got
1843,defeated
1844,republican
1845,party
1846,pretty
1847,well
1848,decimated
1849,time
1850,least
1851,i
1852,think
1853,pundits
1854,viewed
1855,66
1856,resurgence
1857,thing
1858,happen
1859,time
1860,got
1861,make
1862,sure
1863,message
1864,broad
1865,gauged
1866,compassionate
1867,care
1868,people
1869,lives
1870,got
1871,plan
1872,help
1873,improve
1874,lives
1875,jake
1876,yes
1877,q
1878,i
1879,good
1880,sir
1881,president
1882,since
1883,2000
1884,never
1885,mind
1886,laughter
1887,q
1888,working
1889,way
1890,chair
1891,president
1892,going
1893,president
1894,obama
1895,q
1896,i
1897,i
1898,president
1899,pretty
1900,cool
1901,job
1902,q
1903,bad
1904,president
1905,yes
1906,laughter
1907,q
1908,might
1909,better
1910,president
1911,yes
1912,retirement
1913,laughter
1914,q
1915,past
1916,asked
1917,address
1918,bad
1919,poll
1920,numbers
1921,popularity
1922,said
1923,history
1924,judge
1925,right
1926,thing
1927,thought
1928,right
1929,thing
1930,without
1931,getting
1932,motives
1933,goals
1934,i
1935,think
1936,lot
1937,people
1938,including
1939,republicans
1940,including
1941,members
1942,administration
1943,disappointed
1944,execution
1945,ideals
1946,whether
1947,iraq
1948,katrina
1949,economy
1950,would
1951,closing
1952,message
1953,american
1954,people
1955,execution
1956,goals
1957,president
1958,well
1959,first
1960,hard
1961,things
1962,happen
1963,overnight
1964,jake
1965,history
1966,iraq
1967,written
1968,historians
1969,analyze
1970,example
1971,decision
1972,surge
1973,situation
1974,looked
1975,like
1976,going
1977,fine
1978,violence
1979,period
1980,time
1981,began
1982,throw
1983,throw
1984,progress
1985,iraq
1986,doubt
1987,rather
1988,accepting
1989,status
1990,quo
1991,saying
1992,oh
1993,worth
1994,politics
1995,makes
1996,difficult
1997,know
1998,party
1999,may
2000,end
2001,know
2002,well
2003,elections
2004,violence
2005,iraq
2006,i
2007,decided
2008,something
2009,sent
2010,30
2011,000
2012,troops
2013,opposed
2014,withdrawing
2015,part
2016,history
2017,certain
2018,situation
2019,change
2020,question
2021,long
2022,run
2023,democracy
2024,survive
2025,going
2026,challenge
2027,future
2028,presidents
2029,terms
2030,economy
2031,look
2032,i
2033,inherited
2034,recession
2035,i
2036,ending
2037,recession
2038,meantime
2039,52
2040,months
2041,uninterrupted
2042,job
2043,growth
2044,i
2045,defended
2046,tax
2047,cuts
2048,i
2049,campaigned
2050,i
2051,helped
2052,implement
2053,tax
2054,cuts
2055,i
2056,president
2057,i
2058,defend
2059,presidency
2060,right
2061,course
2062,action
2063,fundamental
2064,philosophical
2065,debate
2066,tax
2067,cuts
2068,best
2069,spend
2070,money
2071,government
2072,i
2073,always
2074,sided
2075,people
2076,issue
2077,obviously
2078,difficult
2079,economic
2080,times
2081,people
2082,analyze
2083,situation
2084,problem
2085,started
2086,presidency
2087,obviously
2088,took
2089,place
2090,presidency
2091,question
2092,facing
2093,president
2094,problem
2095,started
2096,recognized
2097,problem
2098,i
2099,readily
2100,concede
2101,i
2102,chunked
2103,aside
2104,free
2105,market
2106,principles
2107,i
2108,told
2109,chief
2110,economic
2111,advisors
2112,situation
2113,facing
2114,could
2115,worse
2116,great
2117,depression
2118,i
2119,told
2120,friends
2121,said
2122,know
2123,taken
2124,ideological
2125,position
2126,issue
2127,i
2128,said
2129,well
2130,sitting
2131,heard
2132,depression
2133,could
2134,greater
2135,great
2136,depression
2137,i
2138,hope
2139,would
2140,act
2141,i
2142,taken
2143,extraordinary
2144,measures
2145,deal
2146,frozen
2147,credit
2148,markets
2149,affected
2150,economy
2151,credit
2152,spreads
2153,beginning
2154,shrink
2155,lending
2156,beginning
2157,pick
2158,actions
2159,taken
2160,i
2161,believe
2162,helped
2163,thaw
2164,credit
2165,markets
2166,first
2167,step
2168,toward
2169,recovery
2170,yes
2171,look
2172,plenty
2173,critics
2174,business
2175,i
2176,understand
2177,i
2178,thank
2179,giving
2180,chance
2181,defend
2182,record
2183,i
2184,going
2185,continue
2186,defend
2187,i
2188,think
2189,good
2190,strong
2191,record
2192,jim
2193,q
2194,thank
2195,mr
2196,president
2197,i
2198,also
2199,like
2200,ask
2201,critics
2202,president
2203,sure
2204,know
2205,laughter
2206,q
2207,well
2208,couple
2209,years
2210,ago
2211,charles
2212,krauthammer
2213,columnist
2214,harvard
2215,trained
2216,psychiatrist
2217,coined
2218,term
2219,bush
2220,derangement
2221,syndrome
2222,talk
2223,critics
2224,disagreed
2225,passionately
2226,policies
2227,seemed
2228,take
2229,animosity
2230,towards
2231,i
2232,wondering
2233,look
2234,back
2235,think
2236,engendered
2237,passionate
2238,criticism
2239,animosity
2240,message
2241,specifically
2242,particular
2243,part
2244,spectrum
2245,critics
2246,president
2247,know
2248,people
2249,i
2250,see
2251,know
2252,i
2253,moving
2254,around
2255,country
2256,example
2257,angry
2258,hostile
2259,people
2260,never
2261,meet
2262,people
2263,disagree
2264,true
2265,i
2266,met
2267,lot
2268,people
2269,agree
2270,decisions
2271,i
2272,make
2273,civil
2274,discourse
2275,i
2276,view
2277,get
2278,angry
2279,yell
2280,say
2281,bad
2282,things
2283,know
2284,kind
2285,stuff
2286,people
2287,country
2288,i
2289,know
2290,get
2291,angry
2292,i
2293,know
2294,get
2295,hostile
2296,first
2297,time
2298,however
2299,history
2300,people
2301,expressed
2302,sometimes
2303,undignified
2304,ways
2305,i
2306,reading
2307,know
2308,lot
2309,abraham
2310,lincoln
2311,presidency
2312,pretty
2313,harsh
2314,discord
2315,came
2316,16th
2317,president
2318,like
2319,harsh
2320,discord
2321,43rd
2322,president
2323,know
2324,presidents
2325,try
2326,avoid
2327,hard
2328,decisions
2329,therefore
2330,avoid
2331,controversy
2332,nature
2333,i
2334,kind
2335,person
2336,know
2337,willing
2338,take
2339,hard
2340,tasks
2341,times
2342,war
2343,people
2344,get
2345,emotional
2346,i
2347,understand
2348,never
2349,really
2350,know
2351,spent
2352,much
2353,time
2354,frankly
2355,worrying
2356,loud
2357,voices
2358,i
2359,course
2360,hear
2361,affect
2362,policy
2363,affect
2364,affect
2365,i
2366,made
2367,decisions
2368,know
2369,president
2370,elect
2371,obama
2372,find
2373,get
2374,oval
2375,office
2376,lot
2377,people
2378,real
2379,critical
2380,harsh
2381,disappointed
2382,times
2383,tone
2384,rhetoric
2385,going
2386,thinks
2387,right
2388,jim
2389,i
2390,see
2391,live
2392,i
2393,see
2394,i
2395,get
2396,back
2397,home
2398,texas
2399,look
2400,mirror
2401,proud
2402,i
2403,see
2404,i
2405,allowed
2406,loud
2407,voices
2408,loud
2409,critics
2410,prevent
2411,i
2412,thought
2413,necessary
2414,protect
2415,country
2416,mike
2417,q
2418,mr
2419,president
2420,thank
2421,much
2422,since
2423,philosophy
2424,different
2425,president
2426,elect
2427,obama
2428,concerns
2429,may
2430,attempt
2431,president
2432,know
2433,michael
2434,i
2435,going
2436,speculate
2437,going
2438,going
2439,know
2440,going
2441,get
2442,oval
2443,office
2444,going
2445,analyze
2446,situation
2447,going
2448,make
2449,decisions
2450,think
2451,necessary
2452,thing
2453,i
2454,get
2455,i
2456,getting
2457,stage
2458,i
2459,believe
2460,ought
2461,know
2462,one
2463,person
2464,klieg
2465,lights
2466,time
2467,i
2468,time
2469,klieg
2470,lights
2471,know
2472,i
2473,confident
2474,know
2475,catch
2476,opining
2477,occasion
2478,i
2479,wish
2480,best
2481,people
2482,say
2483,oh
2484,throwaway
2485,line
2486,throwaway
2487,line
2488,stakes
2489,high
2490,enemy
2491,still
2492,know
2493,people
2494,maybe
2495,try
2496,write
2497,know
2498,trying
2499,set
2500,something
2501,i
2502,telling
2503,enemy
2504,would
2505,like
2506,attack
2507,america
2508,americans
2509,reality
2510,world
2511,i
2512,wish
2513,best
2514,course
2515,going
2516,hands
2517,full
2518,economy
2519,i
2520,understand
2521,tough
2522,lot
2523,working
2524,people
2525,people
2526,concerned
2527,economic
2528,future
2529,know
2530,one
2531,difficult
2532,parts
2533,decision
2534,i
2535,made
2536,financial
2537,crisis
2538,use
2539,hardworking
2540,people
2541,money
2542,help
2543,prevent
2544,crisis
2545,money
2546,went
2547,wall
2548,street
2549,firms
2550,caused
2551,crisis
2552,first
2553,place
